;a_class_time;b_cl_desc;c_cl_res;d_cl_score
0;0.0692639350891;Classif_DT-CV_2-;"GridSearchCV(cv=2, error_score='raise',
       estimator=Pipeline(steps=[('classifier', DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best'))]),
       fit_params={}, iid=True, n_jobs=1,
       param_grid={'classifier__max_depth': [1, 3, 5, 7]},
       pre_dispatch='2*n_jobs', refit=True, scoring='accuracy', verbose=0)";0.740384615385
