,hps,fit,pred
decision_tree-digit_col_grad_0,1.714000063657295e-06,0.005229960000178835,0.00013279199993121438
decision_tree-digit_col_grad_1,1.641999915591441e-06,0.006752588000381365,0.00014793499940424226
decision_tree-digit_col_grad_2,1.4170000213198364e-06,0.006737327999871923,0.00013916300031269202
early_fusion,3.1400031730299816e-07,0.03410970799995994,0.0015562610005872557
weighted_linear_late_fusion,3.939994712709449e-07,0.6219950999993671,0.07944074000079127
